Aaj ka sabaq yey hay keh racist jokes come back to haunt you .	HI HI HI HI HI HI EN EN EN EN EN EN EN OTHER
6 wicket girne ke baad to ' Come on India ' bhi conviction se nahi nikalta !	OTHER EN HI HI HI HI OTHER EN EN OTHER OTHER HI EN HI HI HI OTHER
Jo desh ka mood hai , wohi dilli ka mood hai , says Modi , kicking off Delhi election campaign .	HI HI HI EN HI OTHER HI OTHER HI EN HI OTHER EN OTHER OTHER EN EN OTHER EN EN OTHER
I hope i 'm wrong but ab is awaam ka kuch nahi ho sakta !	EN EN EN EN EN EN HI HI HI HI HI HI HI HI OTHER
Sports tweet khatam nhi hue ki BB8 ke tweets chalu .	EN EN HI HI HI HI OTHER HI EN HI OTHER
Real life mein log itni sahi acting karte hain ki serials ki heroinon ko bhi sharm aa jaaye	EN EN HI HI HI HI EN HI HI HI EN HI HI HI HI HI HI HI
Mujhe aur hrithik sir ko same time pe fever a gaya tha 😃	HI HI OTHER EN HI EN EN HI EN HI HI HI OTHER
I do n't have a deodorant Isiliye under-arms pe phool ragad leta hoon .	EN EN EN EN EN EN HI EN HI HI HI HI HI OTHER
We can only hope k Allah Zidane Hamid ko nazar se bachaye .	EN EN EN EN HI EN OTHER OTHER HI HI HI HI OTHER
Kch log whatsapp ka status Available kar ke Wafaat paa jate hain .	HI HI OTHER HI EN EN HI HI HI HI HI HI OTHER
MAKE WAY FOR SULTAN wo apni Edie Lene aa raha hai .....	EN EN EN OTHER HI HI HI HI HI HI HI OTHER
a friend asking me ye tbh kia hota hai :P	EN EN EN EN HI OTHER HI HI HI OTHER
Any ghatya tweet on my TL n u 'll b unfollowed .	EN HI EN EN EN OTHER EN EN EN EN EN OTHER
Next time media k hath main guns dy k army aur rangers live coverage kraige =) phr ayega maza =D	EN EN EN HI HI HI EN HI HI EN HI EN EN EN HI OTHER HI HI HI OTHER
PRDP jaisi movies first day first show dekhne walon ko kabhi seriously nahi lena chahiye .	OTHER HI EN EN EN EN EN HI HI HI HI EN HI HI HI OTHER
Cyber crime bill ki full link hai kisi k paas ??	EN EN EN HI EN EN HI HI HI HI OTHER
Tension is baat ki hai k papers ki tension Kyu nahi hai .	EN HI HI HI HI HI EN HI EN HI HI HI OTHER
If Mufti Muneeb ko chand nazar agaya , it means Chand ki umar at least 2 din hogi	EN OTHER OTHER HI HI HI HI OTHER EN EN HI HI HI EN EN OTHER HI HI
""" Aray , yeh tumhari bhalai ke liye hain "" - every person who took my thumb print . "	OTHER HI OTHER HI HI HI HI HI HI OTHER OTHER EN EN EN EN EN EN EN OTHER OTHER
Jab policy maker policy breaker ban jatay hain to masail khud janam lety hain .	HI EN EN EN EN HI HI HI HI HI HI HI HI HI OTHER
" Religion waale column mein Bold aur Capitals mein hum "" General Merit "" likthe hain "	OTHER EN HI EN HI EN HI EN HI HI OTHER EN EN OTHER HI HI OTHER
Dhaka : Under 19 World Cup Quarter Final Main West Indies Nay Pakistan Ko 5 Wicket Say Hara Diya	OTHER OTHER EN OTHER EN EN EN EN HI OTHER OTHER HI OTHER HI OTHER EN HI HI HI
Recording pe apni awaz sunn kay I want to commit suicide . 😔	EN HI HI HI HI HI EN EN EN EN EN OTHER OTHER
BY GOD ITNA SAKUN TOH ARSENAL KE FA CUP JEETNE PAR BHI NAHI AAYA	EN EN HI HI HI OTHER HI OTHER EN HI HI HI HI HI
I do n't care Eid kal ho ya parson par yeh garmi k rozay muk jayen jaldi se	EN EN EN EN OTHER HI HI HI HI HI HI HI HI HI HI HI HI HI
Today someone sent me original imli aloo bukharay ka sharbat .	EN EN EN EN EN OTHER OTHER OTHER HI HI OTHER
Kabhi yeh harkat nae ki thy , but could n't stop myself .	HI HI HI HI HI HI OTHER EN EN EN EN EN OTHER
Main har building mein sirf construction ke time allowed hoon .	HI HI EN HI HI EN HI EN EN HI OTHER
I better stop supporting anyone , jiss ko support karo haar jata hai	EN EN EN EN EN OTHER HI HI EN HI HI HI HI
I 'll gift my wife Rado ka tikka on suhaag raat 😚😗	EN EN EN EN EN OTHER HI HI EN HI HI OTHER
Thand bhi odd even formula follow Kr rhi h 😏	HI HI EN EN EN EN HI HI HI OTHER
I find it ironic ki log mere kapde dekh kar bhi mujhe kapde dhone ke liye dete hain .	EN EN EN EN HI HI HI HI HI HI HI HI HI HI HI HI HI HI OTHER
Do n't know kon mera friend hai aur kon enemy 😏😏😏	EN EN EN HI HI EN HI HI HI EN OTHER
Puri raat jaag kar Facebook chalaya .. instead of studying physics ..	HI HI HI HI OTHER HI OTHER EN EN EN EN OTHER
I am a 101 % lazy person aur phir ammi lassi bhi pila deti hain . -_-	EN EN EN OTHER OTHER EN EN HI HI HI HI HI HI HI HI OTHER OTHER
Humari family mein sab cancer ads ke model hain .	HI EN HI HI EN EN HI EN HI OTHER
" Ca n't sleep Ca n't eat Ca n't do anything jab tak result na ajaye "	OTHER EN EN EN EN EN EN EN EN EN EN HI HI EN HI HI OTHER
Ek neat shot kya pi liya , friend thinks I 'm drunk .	HI EN EN HI HI HI OTHER EN EN EN EN EN OTHER
Sab se zyada romantic tweets forever alone type k log hi karty hen .	HI HI HI EN EN EN EN EN HI HI HI HI HI OTHER
Agar mein kisi ko khana gift karoon for their birthday , is that valid ? 😐	HI HI HI HI HI EN HI EN EN EN OTHER EN EN EN OTHER OTHER
Come on guys wicket nayi tu runs bi na dou atleast	EN EN EN EN HI HI EN HI HI HI EN
Wo Younis Khan hi tha jis nay team ko utha lia tha and he never gets enough credit .	HI OTHER OTHER HI HI HI HI EN HI HI HI HI EN EN EN EN EN EN OTHER
i like Eid-ul-azha coz iss mein boys ko bhi kaam karna parta hai \o/	EN EN OTHER EN HI HI EN HI HI HI HI HI HI OTHER
Seems that Inqilab and Azadi march se govt tass se mass nai hui ,,, Drop scene pata nai kb hoga ...	EN EN HI EN HI EN HI EN HI HI HI HI HI OTHER EN EN HI HI HI HI OTHER
Phir yunh hota hai k woh talaaq maang leti hai cuz she wants to marry the eyebrow guy just cuz he is ameer .	HI HI HI HI HI HI HI HI HI HI EN EN EN EN EN EN EN EN EN EN EN EN HI OTHER
aik zamanay main hum movies dekhty huay songs skip krty thay due to shyness .	HI HI HI HI EN HI HI EN EN HI HI EN EN EN OTHER
all i want is ki sid khud apna multimillionr hone ka sach confess kare .. bt i dnt thnk Rajveer k hote hue ye possible he @_ravidubey	EN EN EN EN HI OTHER HI HI EN HI HI HI EN HI OTHER EN EN EN EN OTHER HI HI HI HI EN HI OTHER
Log ajj kal Road dair se cross krte hain aur limits aik second main krlete hain .	HI HI HI EN HI HI EN HI HI HI EN HI EN HI HI HI OTHER
Semi Final and Final SHARJAH mein htey tu zada acha hota .	EN EN EN EN OTHER HI HI HI HI HI HI OTHER
If Zahra Haider does 'nt get 10K + followers today tau ghalat baat hai waisay .	EN OTHER OTHER EN EN EN OTHER OTHER EN EN HI HI HI HI HI OTHER
Hafeez ka show ptv news me kab repeat hoga ksi ko pta h ?	OTHER HI EN OTHER EN HI HI EN HI HI HI HI HI OTHER
Sahab ka ladka college dropout hai aur mera ladka school throw-out .	HI HI HI EN EN HI HI HI HI EN EN OTHER
I NEVER SAY ANYTHING TO YOU ALL LEKIN AAJ KUCH ZIADA HE BAKWAS NAHI HOGAE	EN EN EN EN EN EN EN HI HI HI HI HI HI HI HI
I do n't know why meri life mei itne AM kiu hai but I feel blessed to have all of them 😇😍😘	EN EN EN EN EN HI EN HI HI OTHER HI HI EN EN EN EN EN EN EN EN EN OTHER
" Mera bus Chalay Tou main tum pr b only me ki privacy laga doon "	OTHER HI HI HI HI HI HI HI HI EN EN HI EN HI HI OTHER
" Need new level of preservatives coz ab yaadain b kharab hotii hain 😂😂 "	OTHER EN EN EN EN EN EN HI HI HI HI HI HI OTHER OTHER
Ek baar love wali feelings aajaaye toh uske baad just friend rhna impossible hai .	HI HI EN HI EN HI HI HI HI EN EN HI EN HI OTHER
" If ur wearing a saree with a backless blouse .. Meri Seeti marna toh laazmi hai .. :p "	OTHER EN EN EN EN HI EN EN EN EN OTHER HI HI HI HI HI HI OTHER OTHER OTHER
Yaar batting tau hoti nahi at least keeping hee theek kar lo	HI EN HI HI HI EN EN EN HI HI HI HI
Life is hell because raat ke 1baje bhi PPT and report bana rahi hoon :/	EN EN EN EN HI HI HI HI OTHER EN EN HI HI HI OTHER
Insaan se better to cigarette h atleast sath to deti h	HI HI EN HI EN HI EN HI HI HI HI
Pakistani Team Cricket Match to door ki baat , Ludo ka Match bhi nhe Jeet skti :')	OTHER EN EN EN HI HI HI HI OTHER HI HI EN HI HI HI HI OTHER
Poori German team ko yellow card de de Referee bhai tu ..	HI OTHER EN HI EN EN HI HI EN HI HI OTHER
" Nothing wakes you up more fast than your mother saying "" Jaldi uth ja , papa aaj ghar pe hi hain """	OTHER EN EN EN EN EN EN EN EN EN EN OTHER HI HI HI OTHER HI HI HI HI HI HI OTHER
One Bharat Ratna also for Marry Kom 's husband Ek Toh biwi aur woh bhi boxer !	EN OTHER OTHER EN EN OTHER OTHER EN EN HI HI HI HI HI HI EN OTHER
Hats off to all the women Jin k Baal is garmi main khulay huay hain	EN EN EN EN EN EN HI HI HI HI HI HI HI HI HI
Sab universities ka semester khatam hogaya hai and then there 's NUST . 😐	HI EN HI EN HI HI HI EN EN EN EN OTHER OTHER OTHER
" Kal se am eating too much Weight bar gaya hoga pakka 😫 "	OTHER HI HI EN EN EN EN EN HI HI HI HI OTHER OTHER
Gareeb aadmi is at Sulabh Sauchalya with wife and 12 others .	HI HI EN EN HI HI EN EN EN OTHER EN OTHER
Mai 4 4 ghanatayyy washroom mai guzar loon with my phone 😂😂😂😂	HI OTHER OTHER HI EN HI HI HI EN EN EN OTHER
Sara mother 's day Twitter pe hi celebrate karoge ??	HI EN EN EN OTHER HI HI EN HI OTHER
Sunday is the weekly ghar ka Saaf Safai day !	OTHER EN EN EN HI HI HI HI EN OTHER
Chai main dubaa hua biscuit just tastes yummm !!!	HI HI HI HI EN EN EN OTHER OTHER
After dinner dil chahta hai bus bed pe hii raho	EN EN HI HI HI HI EN HI HI HI
Bara koi qabar mein Faraday 's law of electromagnetic induction ka sawal hoga .	HI HI HI HI OTHER EN EN EN EN EN HI HI HI OTHER
Soya huwa naseeb and Jaagay huway armaan is the worst combination ever	HI HI HI EN HI HI HI EN EN EN EN EN
" According To My papa The Biggest Mistake Was "" MUJHE PHONE KHARID KE DENA """	OTHER EN EN EN EN EN EN EN EN OTHER HI EN HI HI HI OTHER
Mohallay k nikkay nikkay bachon ki social life mujhsay ziada happening hay tbh	HI HI HI HI HI HI EN EN HI HI EN HI OTHER
Those baarish k parathay by mom were YUM .	EN HI HI HI EN EN EN EN OTHER
Exam ki tension kam match ki tension zyada ho ri hai mujhe 😭	EN HI EN HI EN HI EN HI HI HI HI HI OTHER
Just had Qulfa Ice shake of Rahat but Mcflurry ko beat nahi kar saka .	EN EN OTHER EN EN EN OTHER EN OTHER HI EN HI HI HI OTHER
odd even hi kyu composite number , prime number wala bhi concept apply kr dena tha pollution aur kam hojata	EN EN HI HI EN EN OTHER EN EN HI HI EN EN HI HI HI EN HI HI HI
Yaar ye Jeena kon hai and why is everybody talking about her .	HI HI OTHER HI HI EN EN EN EN EN EN EN OTHER
Rahul Bose n Nikhil Chinnapa seems to be brothers lost in kumbh ka mela !	OTHER OTHER EN OTHER OTHER EN EN EN EN EN EN OTHER HI HI OTHER
Maana ki you hate Muslims but itna to na giro ke you start supporting a psyhopathic girl .	HI HI EN EN OTHER EN HI HI HI HI HI EN EN EN EN EN EN OTHER
Mukesh Ambani is now the richest man in the world as Anant Ambani ke khaane ka kharcha bhi ab kam ho gaya hai .	OTHER OTHER EN EN EN EN EN EN EN EN EN OTHER OTHER HI HI HI HI HI HI HI HI HI HI OTHER
I tried being phunny , but I guess mujh se na ho paye ga !	EN EN EN EN OTHER EN EN EN HI HI HI HI HI HI OTHER
Kamran Akmal ko bhi paisay pakrraye thay Karachi Kings nai but he dropped that too .	OTHER OTHER HI HI HI HI HI OTHER OTHER HI EN EN EN EN EN OTHER
I wish study nhi karni padti mujhe aur job ho jati .	EN EN EN HI HI HI HI HI EN HI HI OTHER
" Vijay Mallaya is that friend who says "" bhai ladki ko ghumaane le jaana hai thode paise dede "" & nvr returns the money "	OTHER OTHER OTHER EN EN EN EN EN OTHER HI HI HI HI HI HI HI HI HI HI OTHER EN EN EN EN EN OTHER
Mjhay aaj pta chala meri aadhi follower list is from Dawood public school .. :p	HI HI HI HI HI HI EN EN EN EN OTHER OTHER OTHER OTHER OTHER
Hafeez ko down the order bhejne ki logic kya hai ?	OTHER HI EN EN EN HI HI EN HI HI OTHER
My life is revolving around ' bhook lag rahi hai ' and ' zyada kha lia ' .	EN EN EN EN EN OTHER HI HI HI HI OTHER EN OTHER HI HI HI OTHER OTHER
Whoever says money ca n't buy happiness , please woh paisa mujhe dedo fir !	EN EN EN EN EN EN EN OTHER EN HI HI HI HI HI OTHER
There 's something adorably cute about the line ' tere ho ke rahenge . ' ;)	EN EN EN EN EN EN EN EN OTHER HI HI HI HI OTHER OTHER OTHER
" According to rules Muje bhi padne me busy hona chahye But main nahi hn 😅 "	OTHER EN EN EN HI HI HI HI EN HI HI EN HI HI HI OTHER OTHER
Kejriwal calling every Delhite at Ram Lila maidan but itne log fit nahi aasakte sir ji	OTHER EN EN OTHER EN OTHER OTHER OTHER EN HI HI EN HI HI EN HI
kisi ko pata k kis hormone ki waja s we feel butterfflies in our stomach	HI HI HI HI HI EN HI HI HI EN EN EN EN EN EN
Test cricketer Azhar Ali Oneday international mein T20 khel rahe hain ;)	EN EN OTHER OTHER EN EN HI OTHER HI HI HI OTHER
ye pakistani team match khel rahi hai ya walk p a rahi hai ground main #IndvsPak	HI OTHER EN EN HI HI HI HI EN HI HI HI HI EN HI OTHER
Khair Society ki sabse lower class ko Technology ki kya need .	HI EN HI HI EN EN HI EN HI HI EN OTHER
I hate it when TV dekhte dekhte koi apni khidki band karle .	EN EN EN EN OTHER HI HI HI HI HI HI HI OTHER
It just got a bit cold today and Karachi ke logon ne down jackets nikal lein hain hahah	EN EN EN EN EN EN EN EN OTHER HI HI HI EN EN HI HI HI OTHER
" Whoever said ke "" Engineer ban jao phir life set ho gi "" must be hanged . "	OTHER EN EN HI OTHER EN HI HI HI EN EN HI HI OTHER EN EN EN OTHER OTHER
Were fb and WA not enough Jo gharwale yahan bhi aa Gaye 😑	EN OTHER EN OTHER EN EN HI HI HI HI HI HI OTHER
Marital rape law ek sajish hae family system ko khatam karnay ki .	EN EN EN HI HI HI EN EN HI HI HI HI OTHER
Match kay liyea excited but dont know red card aur yellow card main difference kia hai	EN HI HI EN EN EN EN EN EN HI EN EN HI EN HI HI
Yaar Ye Stage Camera kesay set kiya hai in logon nay ? 😑	HI HI EN EN HI EN HI HI HI HI HI OTHER OTHER
History books mei yeh facetime wala part mention kariengay ? 😂	EN EN HI HI EN HI EN EN HI OTHER OTHER
Watching Aakash Vani on TV just to see Ki aaj Kal romantic movies Ka Kya scene Chal raha hai .	EN OTHER OTHER EN OTHER EN EN EN HI HI HI EN EN HI HI EN HI HI HI OTHER
Do n't you just hate it jab aapke ghar pe koi Bulldozer chala de	EN EN EN EN EN EN HI HI HI HI HI EN HI HI
Baaki players ka to nahi pata , but Sehwag is in full form .	HI EN HI HI HI HI OTHER EN OTHER EN EN EN EN OTHER
I feel so comfortable when someone says ' Tum se koi umeed bhi nahi hai ' .	EN EN EN EN EN EN EN OTHER HI HI HI HI HI HI HI OTHER OTHER
" Har baar Pakistan nhi jeetay ga bhai Do n't be that patriotic in these cases .. "	OTHER HI HI OTHER HI HI HI HI EN EN EN EN EN EN EN EN OTHER OTHER
Nowadays pani ki bottlein bharna is the main issue in all desi families .	EN HI HI HI HI EN EN EN EN EN EN HI EN OTHER
Raise your hand agar apko picture zoom krke dekhne ki adat hai .	EN EN EN HI HI EN EN HI HI HI HI HI OTHER
Federal govt nai education ka budget 16 percent kam kerdia hai aur phir yeahi kehtay hain dehshatgardi kyun hoti hai .	EN EN HI EN HI EN OTHER EN HI HI HI HI HI HI HI HI HI HI HI HI OTHER
Congress wale friends to malaysian plane MH370 ki tarah gayab ho gaye hai ...	OTHER HI EN HI OTHER EN OTHER HI HI HI HI HI HI OTHER
Indian dramas are equal to heart attacks .. kabhi bhi kuch bhi hojata hai ..	OTHER EN EN EN EN EN EN OTHER HI HI HI HI HI HI OTHER
District development committee North Ke sabhi members meeting karte huen	EN EN EN EN HI HI EN EN HI HI
Han me Office me Torrent se Movies Download karta hu 😂😂	HI HI EN HI OTHER HI EN EN HI HI OTHER
" Powerbank mera , us main lagi cable meri , Phone mere dost charge karrhey hotey hain . "	OTHER EN HI OTHER HI HI HI EN HI OTHER EN HI HI EN HI HI HI OTHER OTHER
" Miss those days when Manmohan Singh used to dare Pakistan by mumbling - "" Main aatankwad ki kade shabdon me ninda karta hun "" . "	OTHER EN EN EN EN OTHER OTHER EN EN EN OTHER EN EN OTHER OTHER HI HI HI HI HI HI HI HI HI OTHER OTHER OTHER
Dear sophisticated tweeters please sluggish batein tweetna band kar dein	EN EN EN EN EN HI HI HI HI HI
I heard a woman sayin I will not drink today aaj mera karvachout ka vrat hai	EN EN EN EN EN EN EN EN EN EN HI HI OTHER HI HI HI
Yar can anyone tel me k twitr acount bnd ksy krty hn plz mujy btaen mujy nae rhna yahan	HI EN EN EN EN HI OTHER EN HI HI HI HI EN HI HI HI HI HI HI
Every friend group is incomplete without the one jiski sab maarte hai ..	EN EN EN EN EN EN EN EN HI HI HI HI OTHER
Geo Super walay Silent mode pa dikha rhay hen Match	OTHER OTHER HI EN EN HI HI HI HI EN
I was the kinda kid who thought kiss karne se bache ho jaate hai . 😥😭	EN EN EN EN EN EN EN EN HI HI HI HI HI HI OTHER OTHER
Aajkal WhatsApp me Msg Ka Seen Time dikhna Band ho gya ?	HI OTHER HI EN HI EN EN HI HI HI HI OTHER
Koi 500 page ka romantic novel parhny ka mood horaha hai .	HI OTHER EN HI EN EN HI HI EN HI HI OTHER
So I guess Karachi mein is dafa sardiyon ka scene hi nai hai ?	EN EN EN OTHER HI HI HI HI HI EN HI HI HI OTHER
Jo jeeta wahi sikandar is the old one new one is jo dauda wahi sikandar	HI HI HI OTHER EN EN EN EN EN EN EN HI HI HI OTHER
Goal score krny k baad players Refree ko kyun ganday ganday isharay krty hain ?	EN EN HI HI HI EN EN HI HI HI HI HI HI HI OTHER
Now I begin tw wonder k is sal khaal kon jama kryga ?	EN EN EN EN EN HI HI HI HI HI HI HI OTHER
Need to sleep , Want to sleep , par kambakht neend he ke aati hi nahi !	EN EN EN OTHER EN EN EN OTHER HI HI HI HI HI HI HI HI OTHER
Sunday ko bhi political tweets karte ho toh forever alone ho tum .	OTHER HI HI EN EN HI HI HI EN EN HI HI OTHER
Hum Lord 's test mai iss tour ki saari cricket khail gaye thay .	HI OTHER EN EN HI HI EN HI HI EN HI HI HI OTHER
Omar imran ko ajj kal NZ Pizza hut walon ne Dishwashing ki nokri se nikala hua hai so he decided to pass his time tweeting against Pakistan .	OTHER OTHER HI HI HI OTHER OTHER OTHER HI HI EN HI HI HI HI HI HI EN EN EN EN EN EN EN EN EN OTHER OTHER
For the first time ever Hafeez is sab group kahani se bahr hai .	EN EN EN EN EN OTHER HI HI EN HI HI HI HI OTHER
